name,smiles,aryl,core,linker,warhead,MW,logP,QED,nRot,sim_parent
gen_CF3-ph_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,CF3-phenyl,thienopyrimidine,pyrrolidine,acetyl,391.4,2.82,0.737,1,0.217
gen_CF3-ph_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,CF3-phenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,417.5,3.21,0.74,2,0.202
gen_CF3-ph_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,CF3-phenyl,thienopyrimidine,piperidine,acrylamide,417.5,3.38,0.691,2,0.275
gen_CF3-ph_thieno_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,CF3-phenyl,thienopyrimidine,piperidine,cyclobutenylamide,443.5,3.91,0.694,2,0.261
gen_CF3-ph_thieno_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,CF3-phenyl,thienopyrimidine,piperidine,fluoroacrylamide,435.4,3.68,0.524,2,0.208
gen_CF3-ph_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,CF3-phenyl,thienopyrimidine,piperidine,propiolamide,415.4,2.83,0.661,1,0.196
gen_CF3-ph_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,CF3-phenyl,thienopyrimidine,piperidine,acetyl,405.4,3.21,0.719,1,0.215
gen_CF3-ph_thieno_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,CF3-phenyl,thienopyrimidine,piperidine,cyclopropanecarbonyl,431.5,3.6,0.717,2,0.2
gen_CN-phe_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(C#N)cc1,CN-phenyl,9Me-purine,pyrrolidine,cyclobutenylamide,384.4,1.05,0.775,2,0.303
gen_CN-phe_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(C#N)cc1,CN-phenyl,9Me-purine,piperidine,cyclobutenylamide,398.5,1.44,0.767,2,0.297
gen_CN-phe_9Me-pu_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,9Me-purine,piperidine,fluoroacrylamide,390.4,1.2,0.722,2,0.253
gen_CN-phe_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(C#N)cc1,CN-phenyl,9Me-purine,piperidine,cyclopropanecarbonyl,386.5,1.13,0.775,2,0.234
gen_CN-phe_7-deaz_azet_cyclo,N#Cc1ccc(C2=c3cc[nH]c3=NCC3CN(C(=O)C4=CCC4)C3=N2)cc1,CN-phenyl,7-deazapurine,azetidine,cyclobutenylamide,355.4,1.25,0.879,2,0.244
gen_CN-phe_7-deaz_azet_fluor,C=C(F)C(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,7-deazapurine,azetidine,fluoroacrylamide,347.4,1.02,0.823,2,0.183
gen_CN-phe_7-deaz_pyrr_acryl,C=CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,7-deazapurine,pyrrolidine,acrylamide,343.4,1.11,0.829,2,0.237
gen_CN-phe_7-deaz_pyrr_cyclo,N#Cc1ccc(C2=c3cc[nH]c3=NCC3CCN(C(=O)C4=CCC4)C3=N2)cc1,CN-phenyl,7-deazapurine,pyrrolidine,cyclobutenylamide,369.4,1.64,0.873,2,0.226
gen_CN-phe_7-deaz_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,7-deazapurine,pyrrolidine,fluoroacrylamide,361.4,1.41,0.82,2,0.184
gen_CN-phe_7-deaz_pyrr_cyclo,N#Cc1ccc(C2=c3cc[nH]c3=NCC3CCN(C(=O)C4CC4)C3=N2)cc1,CN-phenyl,7-deazapurine,pyrrolidine,cyclopropanecarbonyl,357.4,1.33,0.879,2,0.165
gen_CN-phe_7-deaz_pipe_acryl,C=CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,7-deazapurine,piperidine,acrylamide,357.4,1.5,0.826,2,0.234
gen_CN-phe_7-deaz_pipe_cyclo,N#Cc1ccc(C2=c3cc[nH]c3=NCCC3CCN(C(=O)C4=CCC4)C3=N2)cc1,CN-phenyl,7-deazapurine,piperidine,cyclobutenylamide,383.5,2.03,0.861,2,0.221
gen_CN-phe_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,7-deazapurine,piperidine,fluoroacrylamide,375.4,1.8,0.812,2,0.182
gen_CN-phe_7-deaz_pipe_acety,CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,7-deazapurine,piperidine,acetyl,345.4,1.33,0.846,1,0.177
gen_CN-phe_7-deaz_pipe_cyclo,N#Cc1ccc(C2=c3cc[nH]c3=NCCC3CCN(C(=O)C4CC4)C3=N2)cc1,CN-phenyl,7-deazapurine,piperidine,cyclopropanecarbonyl,371.4,1.72,0.872,2,0.163
gen_CN-phe_thieno_azet_acryl,C=CC(=O)N1CC2CN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,thienopyrimidine,azetidine,acrylamide,346.4,1.45,0.773,2,0.253
gen_CN-phe_thieno_azet_cyclo,N#Cc1ccc(C2=c3ccsc3=NCC3CN(C(=O)C4=CCC4)C3=N2)cc1,CN-phenyl,thienopyrimidine,azetidine,cyclobutenylamide,372.5,1.99,0.809,2,0.244
gen_CN-phe_thieno_azet_fluor,C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,thienopyrimidine,azetidine,fluoroacrylamide,364.4,1.75,0.762,2,0.196
gen_CN-phe_thieno_azet_acety,CC(=O)N1CC2CN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,thienopyrimidine,azetidine,acetyl,334.4,1.29,0.788,1,0.178
gen_CN-phe_thieno_azet_cyclo,N#Cc1ccc(C2=c3ccsc3=NCC3CN(C(=O)C4CC4)C3=N2)cc1,CN-phenyl,thienopyrimidine,azetidine,cyclopropanecarbonyl,360.4,1.68,0.818,2,0.174
gen_CN-phe_thieno_pyrr_acryl,C=CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,thienopyrimidine,pyrrolidine,acrylamide,360.4,1.84,0.767,2,0.237
gen_CN-phe_thieno_pyrr_cyclo,N#Cc1ccc(C2=c3ccsc3=NCC3CCN(C(=O)C4=CCC4)C3=N2)cc1,CN-phenyl,thienopyrimidine,pyrrolidine,cyclobutenylamide,386.5,2.38,0.795,2,0.226
gen_CN-phe_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,thienopyrimidine,pyrrolidine,fluoroacrylamide,378.4,2.14,0.752,2,0.184
gen_CN-phe_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,thienopyrimidine,pyrrolidine,propiolamide,358.4,1.29,0.721,1,0.163
gen_CN-phe_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,thienopyrimidine,pyrrolidine,acetyl,348.4,1.68,0.787,1,0.179
gen_CN-phe_thieno_pyrr_cyclo,N#Cc1ccc(C2=c3ccsc3=NCC3CCN(C(=O)C4CC4)C3=N2)cc1,CN-phenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,374.5,2.07,0.807,2,0.165
gen_CN-phe_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,thienopyrimidine,piperidine,acrylamide,374.5,2.23,0.757,2,0.234
gen_CN-phe_thieno_pipe_cyclo,N#Cc1ccc(C2=c3ccsc3=NCCC3CCN(C(=O)C4=CCC4)C3=N2)cc1,CN-phenyl,thienopyrimidine,piperidine,cyclobutenylamide,400.5,2.77,0.778,2,0.221
gen_CN-phe_thieno_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,thienopyrimidine,piperidine,fluoroacrylamide,392.5,2.53,0.737,2,0.182
gen_CN-phe_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,thienopyrimidine,piperidine,propiolamide,372.5,1.68,0.715,1,0.162
gen_CN-phe_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,CN-phenyl,thienopyrimidine,piperidine,acetyl,362.5,2.07,0.779,1,0.177
gen_CN-phe_thieno_pipe_cyclo,N#Cc1ccc(C2=c3ccsc3=NCCC3CCN(C(=O)C4CC4)C3=N2)cc1,CN-phenyl,thienopyrimidine,piperidine,cyclopropanecarbonyl,388.5,2.46,0.793,2,0.163
"gen_Cl,F-p_9Me-pu_azet_acryl",C=CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",9Me-purine,azetidine,acrylamide,371.8,1.05,0.741,2,0.31
"gen_Cl,F-p_9Me-pu_azet_cyclo",Cn1cnc2c1=NCC1CN(C(=O)C3=CCC3)C1=NC=2c1ccc(F)c(Cl)c1,"Cl,F-phenyl",9Me-purine,azetidine,cyclobutenylamide,397.8,1.58,0.772,2,0.33
"gen_Cl,F-p_9Me-pu_azet_fluor",C=C(F)C(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",9Me-purine,azetidine,fluoroacrylamide,389.8,1.34,0.728,2,0.239
"gen_Cl,F-p_9Me-pu_azet_cyclo",Cn1cnc2c1=NCC1CN(C(=O)C3CC3)C1=NC=2c1ccc(F)c(Cl)c1,"Cl,F-phenyl",9Me-purine,azetidine,cyclopropanecarbonyl,385.8,1.27,0.781,2,0.237
"gen_Cl,F-p_9Me-pu_pyrr_acryl",C=CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",9Me-purine,pyrrolidine,acrylamide,385.8,1.44,0.734,2,0.319
"gen_Cl,F-p_9Me-pu_pyrr_cyclo",Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(F)c(Cl)c1,"Cl,F-phenyl",9Me-purine,pyrrolidine,cyclobutenylamide,411.9,1.97,0.758,2,0.308
"gen_Cl,F-p_9Me-pu_pyrr_fluor",C=C(F)C(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",9Me-purine,pyrrolidine,fluoroacrylamide,403.8,1.73,0.717,2,0.25
"gen_Cl,F-p_9Me-pu_pyrr_acety",CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",9Me-purine,pyrrolidine,acetyl,373.8,1.27,0.755,1,0.247
"gen_Cl,F-p_9Me-pu_pyrr_cyclo",Cn1cnc2c1=NCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(F)c(Cl)c1,"Cl,F-phenyl",9Me-purine,pyrrolidine,cyclopropanecarbonyl,399.9,1.66,0.771,2,0.242
"gen_Cl,F-p_9Me-pu_pipe_acryl",C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",9Me-purine,piperidine,acrylamide,399.9,1.83,0.723,2,0.315
"gen_Cl,F-p_9Me-pu_pipe_cyclo",Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(F)c(Cl)c1,"Cl,F-phenyl",9Me-purine,piperidine,cyclobutenylamide,425.9,2.36,0.741,2,0.301
"gen_Cl,F-p_9Me-pu_pipe_fluor",C=C(F)C(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",9Me-purine,piperidine,fluoroacrylamide,417.8,2.12,0.703,2,0.247
"gen_Cl,F-p_9Me-pu_pipe_propi",C#CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",9Me-purine,piperidine,propiolamide,397.8,1.27,0.68,1,0.235
"gen_Cl,F-p_9Me-pu_pipe_acety",CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",9Me-purine,piperidine,acetyl,387.8,1.66,0.747,1,0.245
"gen_Cl,F-p_9Me-pu_pipe_cyclo",Cn1cnc2c1=NCCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(F)c(Cl)c1,"Cl,F-phenyl",9Me-purine,piperidine,cyclopropanecarbonyl,413.9,2.05,0.756,2,0.24
"gen_Cl,F-p_7-deaz_azet_acryl",C=CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,azetidine,acrylamide,356.8,1.64,0.817,2,0.244
"gen_Cl,F-p_7-deaz_azet_cyclo",O=C(C1=CCC1)N1CC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,azetidine,cyclobutenylamide,382.8,2.17,0.85,2,0.25
"gen_Cl,F-p_7-deaz_azet_fluor",C=C(F)C(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,azetidine,fluoroacrylamide,374.8,1.94,0.802,2,0.179
"gen_Cl,F-p_7-deaz_azet_propi",C#CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,azetidine,propiolamide,354.8,1.09,0.766,1,0.167
"gen_Cl,F-p_7-deaz_azet_acety",CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,azetidine,acetyl,344.8,1.47,0.836,1,0.181
"gen_Cl,F-p_7-deaz_azet_cyclo",O=C(C1CC1)N1CC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,azetidine,cyclopropanecarbonyl,370.8,1.86,0.861,2,0.168
"gen_Cl,F-p_7-deaz_pyrr_acryl",C=CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,pyrrolidine,acrylamide,370.8,2.03,0.808,2,0.242
"gen_Cl,F-p_7-deaz_pyrr_cyclo",O=C(C1=CCC1)N1CCC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,pyrrolidine,cyclobutenylamide,396.9,2.56,0.833,2,0.232
"gen_Cl,F-p_7-deaz_pyrr_fluor",C=C(F)C(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,pyrrolidine,fluoroacrylamide,388.8,2.33,0.789,2,0.18
"gen_Cl,F-p_7-deaz_pyrr_propi",C#CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,pyrrolidine,propiolamide,368.8,1.48,0.761,1,0.168
"gen_Cl,F-p_7-deaz_pyrr_acety",CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,pyrrolidine,acetyl,358.8,1.86,0.831,1,0.186
"gen_Cl,F-p_7-deaz_pyrr_cyclo",O=C(C1CC1)N1CCC2CN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,pyrrolidine,cyclopropanecarbonyl,384.8,2.25,0.848,2,0.172
"gen_Cl,F-p_7-deaz_pipe_acryl",C=CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,piperidine,acrylamide,384.8,2.42,0.794,2,0.24
"gen_Cl,F-p_7-deaz_pipe_cyclo",O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,piperidine,cyclobutenylamide,410.9,2.95,0.813,2,0.227
"gen_Cl,F-p_7-deaz_pipe_fluor",C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,piperidine,fluoroacrylamide,402.8,2.72,0.771,2,0.178
"gen_Cl,F-p_7-deaz_pipe_propi",C#CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,piperidine,propiolamide,382.8,1.87,0.752,1,0.167
"gen_Cl,F-p_7-deaz_pipe_acety",CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,piperidine,acetyl,372.8,2.25,0.82,1,0.184
"gen_Cl,F-p_7-deaz_pipe_cyclo",O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",7-deazapurine,piperidine,cyclopropanecarbonyl,398.9,2.64,0.83,2,0.17
"gen_Cl,F-p_thieno_azet_acryl",C=CC(=O)N1CC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,azetidine,acrylamide,373.8,2.37,0.745,2,0.258
"gen_Cl,F-p_thieno_azet_cyclo",O=C(C1=CCC1)N1CC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,azetidine,cyclobutenylamide,399.9,2.91,0.765,2,0.25
"gen_Cl,F-p_thieno_azet_fluor",C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,azetidine,fluoroacrylamide,391.8,2.67,0.726,2,0.191
"gen_Cl,F-p_thieno_azet_propi",C#CC(=O)N1CC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,azetidine,propiolamide,371.8,1.82,0.705,1,0.179
"gen_Cl,F-p_thieno_azet_acety",CC(=O)N1CC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,azetidine,acetyl,361.8,2.21,0.768,1,0.185
"gen_Cl,F-p_thieno_azet_cyclo",O=C(C1CC1)N1CC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,azetidine,cyclopropanecarbonyl,387.9,2.6,0.781,2,0.181
"gen_Cl,F-p_thieno_pyrr_acryl",C=CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,pyrrolidine,acrylamide,387.9,2.76,0.731,2,0.242
"gen_Cl,F-p_thieno_pyrr_cyclo",O=C(C1=CCC1)N1CCC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,pyrrolidine,cyclobutenylamide,413.9,3.3,0.745,2,0.232
"gen_Cl,F-p_thieno_pyrr_fluor",C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,pyrrolidine,fluoroacrylamide,405.9,3.06,0.708,2,0.18
"gen_Cl,F-p_thieno_pyrr_propi",C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,pyrrolidine,propiolamide,385.9,2.21,0.694,1,0.168
"gen_Cl,F-p_thieno_pyrr_acety",CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,pyrrolidine,acetyl,375.9,2.6,0.755,1,0.186
"gen_Cl,F-p_thieno_pyrr_cyclo",O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,401.9,2.99,0.763,2,0.172
"gen_Cl,F-p_thieno_pipe_acryl",C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,piperidine,acrylamide,401.9,3.15,0.713,2,0.24
"gen_Cl,F-p_thieno_pipe_cyclo",O=C(C1=CCC1)N1CCC2CCN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,piperidine,cyclobutenylamide,427.9,3.69,0.721,2,0.227
"gen_Cl,F-p_thieno_pipe_fluor",C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,piperidine,fluoroacrylamide,419.9,3.45,0.688,2,0.178
"gen_Cl,F-p_thieno_pipe_propi",C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,piperidine,propiolamide,399.9,2.6,0.68,1,0.167
"gen_Cl,F-p_thieno_pipe_acety",CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,piperidine,acetyl,389.9,2.99,0.739,1,0.184
"gen_Cl,F-p_thieno_pipe_cyclo",O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,"Cl,F-phenyl",thienopyrimidine,piperidine,cyclopropanecarbonyl,415.9,3.38,0.741,2,0.17
gen_SF5-ph_9Me-pu_azet_acryl,C=CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,9Me-purine,azetidine,acrylamide,445.4,2.91,0.539,3,0.321
gen_SF5-ph_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3=CCC3)C1=NC=2c1ccc(S(F)(F)(F)(F)F)cc1,SF5-phenyl,9Me-purine,azetidine,cyclobutenylamide,471.5,3.44,0.644,3,0.341
gen_SF5-ph_9Me-pu_azet_fluor,C=C(F)C(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,9Me-purine,azetidine,fluoroacrylamide,463.4,3.21,0.519,3,0.247
gen_SF5-ph_9Me-pu_azet_propi,C#CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,9Me-purine,azetidine,propiolamide,443.4,2.36,0.529,2,0.242
gen_SF5-ph_9Me-pu_azet_acety,CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,9Me-purine,azetidine,acetyl,433.4,2.74,0.684,2,0.253
gen_SF5-ph_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3CC3)C1=NC=2c1ccc(S(F)(F)(F)(F)F)cc1,SF5-phenyl,9Me-purine,azetidine,cyclopropanecarbonyl,459.4,3.13,0.663,3,0.244
