name,smiles,vina,aryl,core,linker,warhead,MW,QED,sim_parent
gen_OCF3-p_7-deaz_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.329,OCF3-phenyl,7-deazapurine,piperidine,cyclobutenylamide,442.4,0.794,0.368
gen_CF3-ph_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.324,CF3-phenyl,thienopyrimidine,pyrrolidine,fluoroacrylamide,421.4,0.542,0.211
gen_SF5-ph_9Me-pu_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.32,SF5-phenyl,9Me-purine,piperidine,fluoroacrylamide,491.5,0.482,0.255
gen_pyridy_9Me-pu_pipe_acryl,C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.31,pyridyl-CF3,9Me-purine,piperidine,acrylamide,416.4,0.696,0.312
gen_pyridy_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3CC3)C1=NC=2c1cc(C(F)(F)F)ccn1,-6.31,pyridyl-CF3,9Me-purine,piperidine,cyclopropanecarbonyl,430.4,0.728,0.237
gen_pyridy_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.309,pyridyl-CF3,thienopyrimidine,pyrrolidine,propiolamide,402.4,0.684,0.176
gen_biphen_thieno_azet_propi,C#CC(=O)N1CC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.307,biphenyl,thienopyrimidine,azetidine,propiolamide,395.5,0.616,0.178
gen_OCF3-p_thieno_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.303,OCF3-phenyl,thienopyrimidine,piperidine,cyclopropanecarbonyl,447.5,0.724,0.3
"gen_Cl,F-p_9Me-pu_pipe_cyclo",Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(F)c(Cl)c1,-6.295,"Cl,F-phenyl",9Me-purine,piperidine,cyclobutenylamide,425.9,0.741,0.301
gen_CF3-ph_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.294,CF3-phenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,417.5,0.74,0.202
gen_OCHF2-_7-deaz_pipe_propi,C#CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.29,OCHF2-phenyl,7-deazapurine,piperidine,propiolamide,396.4,0.802,0.202
gen_SF5-ph_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3CC3)C1=NC=2c1ccc(S(F)(F)(F)(F)F)cc1,-6.289,SF5-phenyl,9Me-purine,azetidine,cyclopropanecarbonyl,459.4,0.663,0.244
gen_CF3-ph_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3=CCC3)C1=NC=2c1ccc(C(F)(F)F)cc1,-6.287,CF3-phenyl,9Me-purine,azetidine,cyclobutenylamide,413.4,0.754,0.373
gen_biphen_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.286,biphenyl,thienopyrimidine,pyrrolidine,acetyl,399.5,0.651,0.185
gen_CF3-ph_thieno_azet_fluor,C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.275,CF3-phenyl,thienopyrimidine,azetidine,fluoroacrylamide,407.4,0.558,0.225
gen_OCHF2-_thieno_azet_propi,C#CC(=O)N1CC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.272,OCHF2-phenyl,thienopyrimidine,azetidine,propiolamide,385.4,0.755,0.217
gen_pyridy_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.272,pyridyl-CF3,thienopyrimidine,piperidine,acrylamide,418.4,0.705,0.247
gen_SF5-ph_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.267,SF5-phenyl,thienopyrimidine,piperidine,propiolamide,473.5,0.469,0.172
gen_SF5-ph_9Me-pu_azet_fluor,C=C(F)C(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.263,SF5-phenyl,9Me-purine,azetidine,fluoroacrylamide,463.4,0.519,0.247
gen_pyridy_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.262,pyridyl-CF3,thienopyrimidine,pyrrolidine,fluoroacrylamide,422.4,0.552,0.188
gen_OCF3-p_7-deaz_pyrr_acety,CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.262,OCF3-phenyl,7-deazapurine,pyrrolidine,acetyl,390.4,0.852,0.322
gen_OCF3-p_thieno_pyrr_acryl,C=CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.257,OCF3-phenyl,thienopyrimidine,pyrrolidine,acrylamide,419.4,0.719,0.39
gen_OCHF2-_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.253,OCHF2-phenyl,7-deazapurine,piperidine,fluoroacrylamide,416.4,0.779,0.214
"gen_Cl,F-p_9Me-pu_pipe_propi",C#CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,-6.251,"Cl,F-phenyl",9Me-purine,piperidine,propiolamide,397.8,0.68,0.235
gen_CF3-ph_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.239,CF3-phenyl,thienopyrimidine,pyrrolidine,propiolamide,401.4,0.677,0.198
gen_pyridy_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.227,pyridyl-CF3,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,418.4,0.753,0.18
gen_CF3-ph_thieno_pyrr_cyclo,O=C(C1=CCC1)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.216,CF3-phenyl,thienopyrimidine,pyrrolidine,cyclobutenylamide,429.5,0.721,0.267
gen_biphen_7-deaz_pipe_acety,CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.213,biphenyl,7-deazapurine,piperidine,acetyl,396.5,0.711,0.183
gen_SF5-ph_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.212,SF5-phenyl,thienopyrimidine,piperidine,acetyl,463.5,0.587,0.189
gen_OCHF2-_7-deaz_pyrr_acety,CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.21,OCHF2-phenyl,7-deazapurine,pyrrolidine,acetyl,372.4,0.891,0.223
gen_CF3-ph_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(C(F)(F)F)cc1,-6.197,CF3-phenyl,9Me-purine,pyrrolidine,cyclobutenylamide,427.4,0.738,0.349
gen_pyridy_7-deaz_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.196,pyridyl-CF3,7-deazapurine,piperidine,cyclobutenylamide,427.4,0.8,0.235
gen_SF5-ph_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(S(F)(F)(F)(F)F)cc1,-6.183,SF5-phenyl,9Me-purine,piperidine,cyclobutenylamide,499.5,0.594,0.311
gen_CF3-ph_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.179,CF3-phenyl,7-deazapurine,piperidine,fluoroacrylamide,418.4,0.592,0.208
gen_CN-phe_7-deaz_pyrr_cyclo,N#Cc1ccc(C2=c3cc[nH]c3=NCC3CCN(C(=O)C4=CCC4)C3=N2)cc1,-6.177,CN-phenyl,7-deazapurine,pyrrolidine,cyclobutenylamide,369.4,0.873,0.226
gen_pyridy_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1cc(C(F)(F)F)ccn1,-6.175,pyridyl-CF3,9Me-purine,pyrrolidine,cyclobutenylamide,428.4,0.729,0.304
gen_SF5-ph_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.167,SF5-phenyl,thienopyrimidine,pyrrolidine,acetyl,449.5,0.625,0.191
gen_OCF3-p_thieno_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.165,OCF3-phenyl,thienopyrimidine,piperidine,cyclobutenylamide,459.5,0.701,0.368
gen_SF5-ph_9Me-pu_azet_acety,CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.158,SF5-phenyl,9Me-purine,azetidine,acetyl,433.4,0.684,0.253
"gen_Cl,F-p_thieno_pyrr_acryl",C=CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,-6.141,"Cl,F-phenyl",thienopyrimidine,pyrrolidine,acrylamide,387.9,0.731,0.242
gen_OCF3-p_thieno_azet_propi,C#CC(=O)N1CC2CN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.139,OCF3-phenyl,thienopyrimidine,azetidine,propiolamide,403.4,0.72,0.318
gen_CN-phe_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(C#N)cc1,-6.136,CN-phenyl,9Me-purine,pyrrolidine,cyclobutenylamide,384.4,0.775,0.303
gen_pyridy_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1cc(C(F)(F)F)ccn1,-6.134,pyridyl-CF3,9Me-purine,piperidine,cyclobutenylamide,442.4,0.714,0.298
"gen_Cl,F-p_9Me-pu_pyrr_acety",CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,-6.131,"Cl,F-phenyl",9Me-purine,pyrrolidine,acetyl,373.8,0.755,0.247
gen_CF3-ph_7-deaz_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.126,CF3-phenyl,7-deazapurine,piperidine,cyclobutenylamide,426.4,0.788,0.261
gen_OCHF2-_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.123,OCHF2-phenyl,thienopyrimidine,pyrrolidine,propiolamide,399.4,0.742,0.204
gen_biphen_7-deaz_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.117,biphenyl,7-deazapurine,piperidine,cyclobutenylamide,434.5,0.669,0.228
gen_biphen_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.111,biphenyl,thienopyrimidine,piperidine,propiolamide,423.5,0.582,0.165
gen_CN-phe_7-deaz_pipe_cyclo,N#Cc1ccc(C2=c3cc[nH]c3=NCCC3CCN(C(=O)C4CC4)C3=N2)cc1,-6.105,CN-phenyl,7-deazapurine,piperidine,cyclopropanecarbonyl,371.4,0.872,0.163
gen_SF5-ph_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(S(F)(F)(F)(F)F)cc1,-6.102,SF5-phenyl,9Me-purine,pyrrolidine,cyclopropanecarbonyl,473.5,0.641,0.25
gen_pyridy_7-deaz_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.099,pyridyl-CF3,7-deazapurine,piperidine,cyclopropanecarbonyl,415.4,0.817,0.178
gen_CF3-ph_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.092,CF3-phenyl,thienopyrimidine,pyrrolidine,acetyl,391.4,0.737,0.217
"gen_Cl,F-p_thieno_pipe_cyclo",O=C(C1=CCC1)N1CCC2CCN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,-6.091,"Cl,F-phenyl",thienopyrimidine,piperidine,cyclobutenylamide,427.9,0.721,0.227
gen_biphen_thieno_pyrr_acryl,C=CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.089,biphenyl,thienopyrimidine,pyrrolidine,acrylamide,411.5,0.607,0.244
"gen_Cl,F-p_thieno_pipe_fluor",C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,-6.086,"Cl,F-phenyl",thienopyrimidine,piperidine,fluoroacrylamide,419.9,0.688,0.178
"gen_Cl,F-p_9Me-pu_pyrr_acryl",C=CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,-6.084,"Cl,F-phenyl",9Me-purine,pyrrolidine,acrylamide,385.8,0.734,0.319
gen_CN-phe_7-deaz_pyrr_cyclo,N#Cc1ccc(C2=c3cc[nH]c3=NCC3CCN(C(=O)C4CC4)C3=N2)cc1,-6.081,CN-phenyl,7-deazapurine,pyrrolidine,cyclopropanecarbonyl,357.4,0.879,0.165
gen_SF5-ph_thieno_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.074,SF5-phenyl,thienopyrimidine,piperidine,cyclopropanecarbonyl,489.5,0.544,0.175
"gen_Cl,F-p_9Me-pu_azet_fluor",C=C(F)C(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,-6.066,"Cl,F-phenyl",9Me-purine,azetidine,fluoroacrylamide,389.8,0.728,0.239
gen_OCF3-p_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3=CCC3)C1=NC=2c1ccc(OC(F)(F)F)cc1,-6.062,OCF3-phenyl,9Me-purine,azetidine,cyclobutenylamide,429.4,0.746,0.487
gen_biphen_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.059,biphenyl,thienopyrimidine,piperidine,acrylamide,425.6,0.585,0.242
gen_OCHF2-_7-deaz_azet_acety,CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.048,OCHF2-phenyl,7-deazapurine,azetidine,acetyl,358.3,0.898,0.22
gen_OCF3-p_7-deaz_pipe_acety,CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.045,OCF3-phenyl,7-deazapurine,piperidine,acetyl,404.4,0.835,0.318
gen_OCF3-p_9Me-pu_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.04,OCF3-phenyl,9Me-purine,pyrrolidine,fluoroacrylamide,435.4,0.546,0.384
gen_CF3-ph_thieno_azet_cyclo,O=C(C1CC1)N1CC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.037,CF3-phenyl,thienopyrimidine,azetidine,cyclopropanecarbonyl,403.4,0.761,0.216
gen_CN-phe_7-deaz_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(C#N)cc3)N=C21,-6.023,CN-phenyl,7-deazapurine,pyrrolidine,fluoroacrylamide,361.4,0.82,0.184
gen_CF3-ph_9Me-pu_pyrr_acety,CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.023,CF3-phenyl,9Me-purine,pyrrolidine,acetyl,389.4,0.742,0.284
gen_OCHF2-_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.019,OCHF2-phenyl,thienopyrimidine,pyrrolidine,fluoroacrylamide,419.4,0.716,0.216
gen_CF3-ph_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.01,CF3-phenyl,thienopyrimidine,piperidine,propiolamide,415.4,0.661,0.196
gen_CF3-ph_thieno_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.008,CF3-phenyl,thienopyrimidine,piperidine,cyclobutenylamide,443.5,0.694,0.261
gen_pyridy_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.007,pyridyl-CF3,thienopyrimidine,piperidine,propiolamide,416.4,0.67,0.175
gen_pyridy_9Me-pu_pipe_acety,CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.007,pyridyl-CF3,9Me-purine,piperidine,acetyl,404.4,0.719,0.242
gen_CF3-ph_thieno_pyrr_acryl,C=CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.005,CF3-phenyl,thienopyrimidine,pyrrolidine,acrylamide,403.4,0.711,0.278
gen_OCHF2-_thieno_pyrr_cyclo,O=C(C1=CCC1)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.002,OCHF2-phenyl,thienopyrimidine,pyrrolidine,cyclobutenylamide,427.5,0.753,0.272
gen_OCHF2-_thieno_azet_acryl,C=CC(=O)N1CC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.002,OCHF2-phenyl,thienopyrimidine,azetidine,acrylamide,387.4,0.756,0.302
gen_OCF3-p_7-deaz_pipe_propi,C#CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.998,OCF3-phenyl,7-deazapurine,piperidine,propiolamide,414.4,0.764,0.293
gen_SF5-ph_9Me-pu_pyrr_acryl,C=CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-5.998,SF5-phenyl,9Me-purine,pyrrolidine,acrylamide,459.4,0.522,0.33
gen_OCHF2-_7-deaz_pipe_acryl,C=CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-5.997,OCHF2-phenyl,7-deazapurine,piperidine,acrylamide,398.4,0.803,0.28
gen_pyridy_9Me-pu_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3c(ncn3C)=C(c3cc(C(F)(F)F)ccn3)N=C21,-5.991,pyridyl-CF3,9Me-purine,piperidine,fluoroacrylamide,434.4,0.534,0.245
gen_OCHF2-_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-5.989,OCHF2-phenyl,thienopyrimidine,pyrrolidine,acetyl,389.4,0.81,0.223
gen_OCF3-p_thieno_azet_acryl,C=CC(=O)N1CC2CN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.987,OCF3-phenyl,thienopyrimidine,azetidine,acrylamide,405.4,0.737,0.418
gen_pyridy_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3CC3)C1=NC=2c1cc(C(F)(F)F)ccn1,-5.977,pyridyl-CF3,9Me-purine,pyrrolidine,cyclopropanecarbonyl,416.4,0.74,0.24
gen_CF3-ph_7-deaz_pipe_acety,CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-5.975,CF3-phenyl,7-deazapurine,piperidine,acetyl,388.4,0.802,0.215
gen_OCHF2-_7-deaz_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-5.972,OCHF2-phenyl,7-deazapurine,pyrrolidine,fluoroacrylamide,402.4,0.797,0.216
gen_biphen_7-deaz_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-5.969,biphenyl,7-deazapurine,piperidine,cyclopropanecarbonyl,422.5,0.69,0.168
gen_OCHF2-_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3=CCC3)C1=NC=2c1ccc(OC(F)F)cc1,-5.968,OCHF2-phenyl,9Me-purine,azetidine,cyclobutenylamide,411.4,0.763,0.376
"gen_Cl,F-p_thieno_pipe_cyclo",O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,-5.966,"Cl,F-phenyl",thienopyrimidine,piperidine,cyclopropanecarbonyl,415.9,0.741,0.17
"gen_Cl,F-p_7-deaz_pipe_acryl",C=CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,-5.96,"Cl,F-phenyl",7-deazapurine,piperidine,acrylamide,384.8,0.794,0.24
gen_CN-phe_thieno_pyrr_cyclo,N#Cc1ccc(C2=c3ccsc3=NCC3CCN(C(=O)C4=CCC4)C3=N2)cc1,-5.95,CN-phenyl,thienopyrimidine,pyrrolidine,cyclobutenylamide,386.5,0.795,0.226
gen_SF5-ph_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-5.939,SF5-phenyl,thienopyrimidine,pyrrolidine,fluoroacrylamide,479.5,0.455,0.186
gen_OCF3-p_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.935,OCF3-phenyl,thienopyrimidine,pyrrolidine,acetyl,407.4,0.769,0.322
gen_OCF3-p_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(OC(F)(F)F)cc1,-5.935,OCF3-phenyl,9Me-purine,pyrrolidine,cyclobutenylamide,443.4,0.729,0.457
gen_CF3-ph_7-deaz_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-5.934,CF3-phenyl,7-deazapurine,piperidine,cyclopropanecarbonyl,414.4,0.807,0.2
"gen_Cl,F-p_thieno_pipe_propi",C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,-5.933,"Cl,F-phenyl",thienopyrimidine,piperidine,propiolamide,399.9,0.68,0.167
gen_pyridy_9Me-pu_pyrr_acryl,C=CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3cc(C(F)(F)F)ccn3)N=C21,-5.924,pyridyl-CF3,9Me-purine,pyrrolidine,acrylamide,402.4,0.705,0.315
gen_OCHF2-_9Me-pu_pipe_acety,CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,-5.921,OCHF2-phenyl,9Me-purine,piperidine,acetyl,401.4,0.782,0.286
gen_OCF3-p_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.921,OCF3-phenyl,thienopyrimidine,piperidine,acetyl,421.4,0.748,0.318
